SampleID,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Odoribacter,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;Other,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;Other,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;Other;Other,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium],k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__rc4-4,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Oxalobacter,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__;g__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;__;__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Serratia,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;__;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];__
Sb.F.D.39,4.607998037,4.712958735,2.783067156,2.593124188,3.015326408,-9.327927576,0.866837951,3.53128621,3.731799008,3.280731361,1.70671551,0.92317073,1.426165939,-0.267233262,0.66527188,4.042657108,-4.176982279,-5.331340688,-8.140390267,-4.685558822,1.005345628,0.238741209,-12.9925134,0.319758738,-5.564951447,3.263106731,-0.12996739,-1.827143494,0.330909047,2.135132361,-0.533550354,-0.351261052,0.320456389,3.990696344,2.873873552,3.736896512,5.2174648,-1.914656086,-5.090482945,-0.923916865,0.56822552,-0.629841121
Sb.F.D.44,4.76441834,5.192366851,2.983181845,2.17142893,3.255715476,-9.560367402,-2.209292949,4.067344583,2.956970826,0.454350162,-0.256906059,2.344665164,1.788423006,1.048419147,0.715056555,2.858585744,-10.68995662,-9.605325442,-7.725041074,-6.050379507,0.275718211,1.490487249,2.24683405,1.547019933,-3.208114189,1.393752061,-9.274140467,-1.787015531,-0.981182078,-0.582574758,-0.292270971,0.585102338,1.85018171,6.013924519,3.478726316,3.061556334,3.713262078,-0.071942461,-0.749007027,-0.622675156,3.804116221,-0.395415956
Sb.F.D.45,3.903555652,5.056451715,3.368055908,0.751945758,5.135550911,-6.599874675,-1.473775857,3.650738181,2.780028254,0.483391877,-3.152677368,1.56782143,-1.869968071,-0.784519166,0.642277933,3.125528567,-8.802401561,-6.249808705,-5.190723794,-0.464669156,-1.940084941,1.610812163,-1.261791151,0.640243062,-1.850430787,1.211073802,-9.335990234,-1.489887119,0.504395242,1.784698323,-0.907709751,0.567653021,2.252446608,4.638232802,2.71567915,3.279229745,2.688788364,0.668748353,-0.525985056,-1.396382642,2.360321463,-2.090988247
Sb.M.D.38,4.082840665,5.768085626,3.249342047,2.008087725,4.582980022,-7.080217122,1.064279061,3.330034707,3.545795015,1.868986126,0.484533437,1.282669092,1.731712427,-6.165937968,-0.158798528,4.219279108,-6.861961937,-6.551575645,-8.137364587,1.459832167,0.304360622,1.315010713,2.06158936,1.388620077,-3.4407442,0.686563214,-5.265677139,-5.443251492,-3.02223915,-5.005200507,-1.500666668,0.107587848,2.166742836,5.586402189,3.907714974,3.826261097,-0.713978808,1.158056086,0.356559987,0.059949214,-1.071854872,-1.184406817
Sb.M.D.41,5.659964155,6.450443265,4.594058349,1.806393158,5.237869325,-3.04541997,-10.11810507,4.374749532,1.288697038,3.34967949,1.718172701,-2.734618804,0.012007376,2.093229944,3.988130069,-4.022849978,-1.2062322,-2.511530249,-5.422717835,-9.428951972,0.319304706,3.093474417,-0.97778117,-4.336424106,-4.974563962,4.90156264,-3.991434992,1.889763201,3.362962335,4.351463014,1.980067914,-1.695812207,2.097774302,5.319036021,5.004443726,-1.485749443,-4.669496768,2.644309057,3.08360454,1.177439993,-20.89395085,1.717039314
Sb.M.D.42,3.183247451,3.855610831,3.407366736,0.151189853,2.959592094,-6.807193243,0.830696765,2.397303826,2.950462565,1.448890273,1.010621796,-1.182971385,0.651788164,-0.112171393,0.373551159,2.122019329,-8.189425978,-3.965741875,-6.102426706,-1.339405248,-0.739165478,-0.142605756,-0.263597557,0.396275441,0.764126207,0.172220218,-1.146629654,-1.598629912,1.127902581,2.241403618,-0.071296969,-4.63312536,-0.007305464,4.717045751,4.175105627,3.407010698,3.815529337,-0.590175321,-4.666021987,-3.621375793,0.959815268,-1.939510511
Sb.M.D.43,6.572796292,6.108934707,5.175123281,-4.589164233,6.151405367,-10.71937784,-0.481282838,3.247530885,2.796244495,-5.783675303,-3.392357507,3.415303682,-1.248587528,-4.279693664,0.661197366,2.885861877,-1.979551591,-5.119610907,-3.947773076,-7.958242087,0.413856807,0.524507913,0.292832985,0.026824728,-0.329118783,3.452854305,-1.853483011,-1.814413832,0.300360379,2.002590336,-4.295316008,-1.982676755,1.607966262,5.460533767,3.247888424,5.770073647,3.988560586,0.742401957,-6.531879449,1.482969316,3.074912427,-3.097327384
Sb.M.D.46,4.218201121,5.34538457,2.949818687,0.105790982,4.214879297,-9.248609336,0.776852026,3.07163937,4.061144761,-0.505488456,2.099575779,2.461234058,1.472931601,2.110118571,2.313319072,3.520677029,-13.64396695,-5.814724147,-6.203909019,0.453423604,1.585934767,-2.02692368,1.063758916,-6.094474956,2.854070937,2.212963284,-1.258502454,-0.752953962,0.173428316,0.542026174,-0.072452873,0.41263155,0.336196454,5.706625346,3.858665238,2.991068433,5.093839754,-0.249372066,3.652616075,-3.593721633,-8.852668234,-11.341048
ZA.H12.E86,5.207960063,7.431018403,4.549002844,4.530837593,4.712301753,3.924287417,3.496433227,5.029755354,4.073341243,3.629406962,2.764850988,-3.763045633,3.082602231,1.778423239,-0.156786057,1.953207579,0.725738323,-4.02859704,2.167274946,-2.668743305,1.524022456,-2.96177398,-1.173806019,0.532754875,-0.405916293,-0.438846213,-1.316435991,-1.113621604,-2.47618057,-6.442353287,-4.899887442,-1.743014067,-3.902289495,1.656637432,-5.042939322,-1.817618918,-0.751929298,-2.353530578,-0.351995287,-4.113294305,-5.850932751,-4.996319471
ZA.H14.E88,7.292612747,8.440714675,3.430203003,5.087477404,4.90733788,5.461833247,3.900524443,6.013475922,3.89844007,0.106363438,0.774102531,1.845977344,2.088573467,-0.431990154,-16.51322669,4.582291957,3.499019247,4.587825544,2.593007891,-2.307651368,2.029991749,-2.593683937,0.599701433,1.904667346,-1.271260242,-1.130836809,-5.376782198,-1.505673995,-3.31341307,-0.103693436,0.745228807,-4.78191899,0.056199195,-0.603604647,-0.658642222,-12.67964195,-5.283245087,-2.717511526,-3.302233751,-5.31847225,1.637120298,-5.589207312
ZA.H15.E89,4.474004304,6.506248808,3.259357723,4.909732794,3.220519831,3.027551299,0.841294377,4.575468359,3.423021359,1.07688505,-3.631983265,1.866753402,-7.413788589,1.08100583,2.112522594,3.689319505,0.160016859,0.515673427,-0.46533582,2.200333325,-0.029391251,-4.231968666,-0.341831301,-0.582417602,2.219658483,2.020354671,-2.664681992,-3.70238869,-5.279660838,0.574953355,-0.370883069,-4.428983032,-0.883246679,-0.226167402,0.071134834,-0.505188302,-4.04045629,-3.064225592,-0.27454173,-3.686799976,-1.934559515,-4.067310584
ZA.H17.E91,6.365322003,6.870042168,4.387793141,4.243292678,3.471917786,2.24445295,3.117505161,4.95683123,1.657520285,0.538635496,-0.600085595,1.625845911,2.344567349,0.942418279,2.932444458,-1.062775682,2.917414883,2.484053114,0.569200762,1.187459605,1.896922069,-0.467019553,-4.615190103,-9.527991745,0.284526298,1.766877789,-3.864899032,-6.866023242,-1.434303463,-0.190839678,-5.453139202,-3.954365459,-6.192755922,-1.019114534,-2.195982595,0.879869295,-3.862884228,-1.747525175,1.178093929,-1.565148525,-2.004718188,-2.238244719
ZA.H20.E94,5.404868563,7.571697899,6.867345957,5.973045408,5.236166725,3.825807393,5.918460323,6.546955939,4.653951631,4.495742215,3.387579487,-0.81349864,3.667221363,1.556596615,2.336478978,2.601741148,1.267416279,-5.439091368,-0.95324336,-0.841466041,-3.733162355,-0.737560688,1.598078361,-2.749062392,2.945598271,0.918210247,-0.441726038,-1.615903032,0.779136539,-2.102973335,-8.994080767,-1.493764167,-4.489039777,-4.092935333,-9.724415838,0.783290934,-10.15868732,-5.95001921,-1.572812242,-8.747357312,-0.545247667,-3.139343395
ZA.H21.E95,5.339847909,6.116884104,4.59114433,6.279320968,5.077890529,3.886501936,3.401415612,5.526824651,4.775256382,1.470585655,-0.107117583,4.440152189,1.339010415,1.623969691,0.530424057,0.787353888,1.999039005,0.842077697,2.189298285,0.487117531,0.300703887,-0.1517024,0.345498046,-1.461781204,2.301188163,3.275617422,-4.212792611,-4.059346639,-1.653402568,-0.087044157,-1.028484157,-6.825816223,-6.698407983,-5.498931579,-6.443881074,-1.265664871,-3.095601422,-2.164337063,-4.276475707,-6.485774971,-6.714767725,-4.695792414
ZA.H23.E97,6.275889568,7.733112208,4.485994453,6.187791101,5.824646833,3.201153697,3.356399267,7.483136484,3.684551442,1.332058963,2.641760775,3.274049274,1.593679893,1.808560396,-0.265789642,0.816192972,3.567916907,2.020968182,-5.673642941,4.610805578,-2.654903858,0.789265992,-14.03278006,-1.436572207,-0.633691444,1.608711888,-2.394313718,-2.790596705,-2.035843482,-2.456426219,-4.182249881,0.527513035,-1.775580383,0.654730251,-1.96830802,-4.828469649,-2.060837328,-6.63507404,-5.518557731,-2.190696517,-7.150369487,-2.79418584
ZA.H26.E100,5.073829777,6.673928319,3.557689868,3.679764375,4.909973554,3.10676691,4.306316442,5.810752742,3.421047451,-1.077352834,0.88256686,0.82265593,2.670080423,-4.82262865,1.341212095,3.083949021,1.063167245,1.495364802,2.353035299,0.129325642,-1.122963059,-2.501303866,-6.034025596,-4.082082676,-11.80644655,4.767796131,-1.014209105,-0.931701945,3.718397014,-0.701497378,0.822865583,-0.477563629,0.965316809,-1.849148662,-5.284865896,-0.760839184,-1.660667024,-2.761279783,-9.905161628,-3.29690913,0.851825113,-5.416980808
ZA.H3.E77,4.496481614,5.535793373,2.691258472,6.549680141,3.0675417,4.719038345,2.740033802,4.336444422,4.349667594,3.59557599,2.495743919,0.946165014,1.976997809,3.094794676,3.397904902,2.006811312,1.978921207,-5.318529514,-1.272704855,2.850823391,2.564872491,-2.232229841,-6.810569069,-1.959203568,-7.279807888,3.051639302,-1.29694659,-0.558454807,-4.921421014,-2.855135637,-5.956132979,-8.910068753,-3.798948393,-2.997612904,-3.032273015,-0.645226758,0.75640689,-3.061671484,-0.13453819,-2.960352375,-0.861438973,-0.339329759
ZA.H4.E78,6.340266689,7.506117924,4.589539318,5.102467502,4.682978786,5.286276709,4.422445473,2.973107263,3.870606155,1.653532648,-0.175312169,2.6659497,2.762626515,0.867149601,-4.486659288,4.25758755,3.065559995,2.886876504,3.023728279,-8.801520282,0.925771476,-1.359359799,0.193132447,-5.14291214,-2.539632285,-0.262277154,-1.039583561,1.940835878,-0.93153109,-4.41147374,-3.943075198,-2.577754676,-4.37633868,-4.687013716,-3.043038907,-1.826136037,-3.216670044,-1.009925418,-1.340944266,-3.1364666,-6.658091119,-4.050840243
ZA.H5.E79,4.896189742,6.512037056,4.041162473,6.990234328,3.6519637,3.559929856,3.018018948,3.551301587,2.745369023,1.448735082,2.720757029,2.809079955,1.35977825,1.229437596,-1.272026344,-0.266734798,1.481308869,-2.133016972,0.601957468,2.792577052,-0.610457665,0.174441099,-1.529153569,-2.268716231,0.93126429,-0.834562298,0.317415632,-1.707031786,0.617338935,-1.154191886,0.328409947,-6.816968224,-13.7488202,-2.578974567,-2.673518312,-2.374031725,-5.799064049,-0.777465024,-2.694220769,-2.514635265,-3.095908305,-0.929209924
ZA.H7.E81,5.175507251,6.22170359,5.070690136,6.529399122,3.753179556,4.670776777,4.754319747,3.878591577,5.148850528,3.03745993,2.926765554,2.818845074,2.160859346,0.37200667,2.217455813,4.835733732,0.292869541,1.180307275,0.512137763,3.866448043,1.483220565,-12.0214193,2.79048206,-0.595106834,-0.53611932,-5.964482815,-5.311642462,-2.078036844,-2.003573161,-2.483231208,-2.314763969,-4.325694914,-3.350516933,-3.287986197,-3.467814997,-2.51098733,-7.655389865,-2.382810314,-5.265169353,-2.444127791,-2.263718533,-3.435017509
ZA.H8.E82,6.03894078,6.754218448,3.91363663,4.675020695,4.671384145,2.342242811,3.396537043,4.771904026,4.28362408,1.622868515,2.010867559,2.904042904,-4.028880825,-0.100543287,-6.907702029,-0.3562822,1.204355781,0.99980294,0.163431877,3.147751591,-1.672618926,-1.547745687,1.327060764,-5.572341174,-8.082044749,1.916188297,-13.01229807,-0.889721743,-2.274146592,1.354247411,-2.171965474,2.662595112,-0.957637918,-0.799054789,-0.375268527,0.289652589,-0.279603576,0.690410377,-2.941802446,-3.404916467,-0.68399557,-5.082214324
ZA.H9.E83,3.839713662,5.224732397,4.92548669,6.088627988,3.470004616,3.901280752,4.429216927,5.552343353,4.551451469,5.113067246,3.185277805,0.227298847,2.343365271,2.805100173,3.200641236,0.927427635,1.832003393,-0.838626821,1.183173106,4.447387324,-0.412020083,-2.527598011,-1.866295513,-1.105716858,1.812758584,5.345063529,-5.054919424,-4.385688869,-6.692633969,-0.655689431,-1.828879971,-14.29076258,-6.974639973,-6.441649116,-2.779141477,-4.518678351,-7.370807635,-3.908856169,-2.252127514,1.409114182,-0.39395133,-1.515853086
ZA.M1.E75,4.593755093,6.160846977,4.895915256,6.781703723,1.834139325,4.034182802,3.641507384,3.627936837,3.549245731,4.338162907,3.479914934,2.22368904,2.381486489,1.24123786,1.823314732,2.997892085,0.661726385,-0.141298817,1.153989457,-4.26955591,0.086523227,-2.08785011,1.710889646,0.348855191,-4.54347891,-2.729573345,0.251911774,0.958575408,-8.449558001,-2.75287472,-8.827499633,-12.50567509,-1.851068952,0.389457732,-3.396953147,-0.190378556,-3.650676237,-2.524193348,-2.226543486,-2.69267758,0.283512292,-0.610516452
