SampleID,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Odoribacter,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;Other,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;Other,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;Other;Other,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium],k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__rc4-4,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Oxalobacter,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__;g__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;__;__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Serratia,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;__;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];__
ZA.H23.E97,6.936886037,8.435228102,5.221203856,6.731258626,6.317038625,4.805266843,3.92671757,7.89990029,4.373858787,1.617294934,3.796895886,1.973439825,1.756290453,3.174829387,1.829392346,0.787435758,3.58433893,3.675023545,-1.993081545,5.479312022,-1.732916762,1.389844167,-1.987659206,-1.057816797,0.594685669,-2.474033898,-5.388936061,-11.7730939,-7.217626746,-1.019225615,-3.473472638,-4.552177816,-1.251532279,-1.448988169,-9.798714843,-3.437637726,-0.278228485,-8.281635969,-4.259155777,0.04074721,0.739048103,-13.66000274
ZA.M22.E96,5.718446178,6.467112256,4.716346384,6.271379968,4.507585096,4.712031551,2.369132219,5.74636806,4.546717505,0.899339925,1.046095772,4.518516105,2.465488509,1.53258463,-0.609210395,1.813013482,2.037287953,1.390086305,0.995250762,-2.584023014,0.379624728,-4.273414987,0.012639139,-0.782431337,2.626283098,3.176673226,0.342990557,-2.133787928,0.674115815,-6.375662937,0.34146169,-5.20853013,-8.857559649,-8.499629362,-2.567787511,-1.757294805,-3.697200817,-0.261844267,-2.55017635,-8.040505365,-4.265776047,-6.841736011
ZA.H21.E95,5.840170623,6.582469599,4.82733603,6.70124827,5.484222623,4.895250193,3.83588167,5.587005722,5.265638357,1.76566066,1.823278715,4.409610023,2.645818641,2.744401304,2.065765048,1.427855297,1.140374767,1.959570877,1.919356185,-0.925167082,0.960886852,-1.568826188,0.55436462,-1.263368003,2.897095132,3.899208289,-1.374515041,-7.170652435,0.313929896,0.352856822,0.058418783,-2.104169818,-6.79605838,-4.636674176,-12.09455877,-6.156163956,-13.93973733,-5.620598432,-1.926986133,-5.055555032,-6.822604408,-2.502039822
ZA.H9.E83,3.046907975,4.837735142,5.225109319,6.006639439,3.347460585,4.495037934,4.00375285,5.462285664,5.145698786,5.199557371,4.046433841,0.529583204,1.976250184,1.528993411,3.612023831,1.593030445,0.878017232,-0.28573352,1.732314167,4.970852356,-0.427234743,-3.111272547,-5.105731864,1.289843166,1.729411839,5.479747169,-2.538209928,-4.342020857,-4.939220077,-7.921902605,1.515460042,-2.529372116,-8.984251302,-3.416606584,-2.644986747,-6.631083063,-3.228379481,-5.134795734,-8.981195499,-2.778650694,-4.776231828,0.124733238
ZA.H3.E77,4.857133755,5.885325446,3.835115731,6.937086455,4.091138872,4.17947447,2.807544505,4.701047149,3.577138682,3.9943231,2.915659755,1.03969558,1.751082799,3.70171876,4.416936683,3.416284536,-0.149687179,0.094554683,1.263402703,4.387586138,3.52107683,-5.7376683,-2.093655448,-2.350703846,-7.80504512,2.667111977,-1.842421952,1.824760889,-7.079265022,-4.411687237,-0.095264839,0.332679159,-2.922109145,-0.519927427,-3.173482985,-9.25481484,-9.001484537,-6.216294038,-3.707228359,-1.675383676,-4.836520082,-3.325234625
ZA.M16.E90,5.458271493,7.02443979,6.113287612,5.398108404,5.606372348,6.403324448,4.07797915,6.179561486,5.030597787,1.859195768,0.917410994,3.778203333,2.752545416,-0.641864104,-0.949515471,5.152753051,1.074313493,1.095634858,3.926337805,-2.618952144,0.089978854,-5.670970718,3.291829529,1.753095699,-0.604027728,-4.553393231,-1.203058728,-0.498495674,-5.502743199,-1.315439476,-3.18302018,-6.51245098,-3.465578616,-6.20722325,-1.771450098,-6.283679584,-5.421385503,-10.26465574,-2.558815224,-4.57804683,-1.746114031,-1.432360806
ZA.M18.E92,6.471989975,7.620860624,5.870358535,5.810934744,5.9240544,4.170364549,4.655897133,6.673697101,5.094588082,1.740471018,1.673731767,1.19214573,3.239588534,1.262013066,-0.95676781,1.946134215,2.317917074,-5.315771546,1.141565178,1.151678501,0.003406527,-5.093378838,-1.377540588,-0.036473904,4.231110799,3.463242205,-2.536389,-1.273002232,-7.772081514,-1.045988807,-6.904381277,-6.556586392,-2.779694378,-3.743964396,-1.183592242,-1.836600512,-5.527711492,-6.417105725,-0.140546398,-6.389332346,-3.690184288,-5.078656075
ZA.M11.E85,6.157581106,7.220159454,5.94126337,5.332442373,5.636070117,2.122028465,4.261041113,5.929142147,4.763896608,3.572451691,2.273730647,0.927602288,3.215248506,1.960691534,1.949331779,0.170250053,2.932031298,2.280690629,3.02089308,1.555854783,2.595138779,-5.226956266,0.239790628,-9.67733196,2.081966487,1.360358,-1.515876019,-2.350749696,-1.481902131,-0.630350869,-0.647150923,-0.797345377,-5.61710622,-6.70633126,-6.793149364,-2.659300087,-12.37934345,-3.91992405,-0.514949124,-3.644987224,-10.58748473,-2.349416195
ZA.H26.E100,5.449861647,7.010324715,3.72345097,3.513184213,4.998599069,3.76116545,4.106191578,6.180788571,4.10197873,-0.570636472,0.858949147,-1.554522346,2.36099761,-7.373679147,1.042422596,1.926445506,3.264448407,1.017486571,1.468275167,-2.526905772,-7.9505976,-1.188318852,-3.173818158,-4.617569269,-0.868333787,4.373982027,-0.851330034,0.776156876,4.552935523,-0.607458855,2.62850964,-5.901643687,-1.358799776,-1.146790843,-4.521444306,-1.820890732,-3.2557998,0.912914171,-5.751804765,-3.065658843,-8.870230898,-1.052834239
ZA.M6.E80,4.005190217,5.549628211,5.774186523,5.481079165,2.269535765,3.880758624,3.129103696,3.556400313,4.892847977,2.01113165,1.454325787,2.482782709,3.523245497,0.496170879,1.592533617,2.783833712,1.53250748,-2.964853728,2.561829773,0.780652177,-1.953634944,-0.958950543,-0.140810945,-1.15455789,-4.206017128,-2.230119679,-0.398145239,-0.942377134,-2.922889076,-6.548982008,-3.873157598,-0.730355872,-0.992987279,-2.711062577,-1.977907484,-0.907351389,-1.222829754,-2.028653327,0.758724972,-9.969457253,-5.498156734,-4.183211161
ZA.H17.E91,6.81120656,6.993305897,4.392834834,4.689167725,4.52156112,0.090186997,1.895414946,5.756367173,3.995036425,2.951905106,2.551210862,0.118638473,-6.798475328,3.152681763,3.416402483,-2.070529982,2.386725887,0.633590581,-1.580673954,1.914729495,1.72866682,-4.848183896,-1.202629914,-1.766146839,-2.840595083,-4.474429761,-4.541905535,-4.525665938,0.96813088,-0.515071991,0.454142734,0.257565783,-9.987405935,1.425100071,-2.199665833,-1.82610368,-6.125981947,-1.504204535,0.775135002,1.492535921,-6.94214007,0.377566683
ZA.M1.E75,4.144266545,6.456673526,5.13751997,6.986777174,2.930295682,4.725783986,4.341825416,4.172025748,3.867402377,4.303759812,3.514413147,0.923894619,1.515974936,1.596524432,2.018025081,2.425514478,0.814996081,0.013362641,2.510672643,-0.901621606,-3.336568888,-6.581854271,2.685848371,-2.994287715,-5.82296865,-1.710247648,-0.399262243,-2.846228535,-7.301625213,-4.630024241,-2.561865383,-2.6518377,-4.068806478,-0.081436695,-4.754148117,-2.122276152,-4.680599111,0.470485628,-4.510917512,-2.132272741,-1.609263443,0.142070048
ZA.H7.E81,4.730623626,6.017324279,5.044516573,6.254403785,3.346780648,3.949659179,3.714819959,4.143259574,5.014032724,3.240995161,2.90895222,2.485522744,2.522992722,0.389488807,1.929457908,4.749564443,0.389726503,-0.401673309,1.214602913,3.311637355,1.675695625,-5.203927979,2.995068459,-0.194819214,-0.950452561,-3.188393486,-4.853163963,-2.575392668,-9.197292097,-1.995379774,-2.605782509,-1.889164026,-7.081759956,-4.199692881,-1.934633334,-9.436691321,-1.681467379,-4.273925767,-1.613182052,-1.045397721,-3.837340953,-1.869592258
ZA.H12.E86,6.119010775,8.144568458,6.054873129,5.652415405,5.452230333,4.040144112,4.505604608,5.795973637,4.479574942,4.470789714,4.427507615,0.191307017,4.851485225,3.127379915,3.569414181,2.673824211,1.167348891,-2.516596111,2.851943864,-1.020077167,-0.357925681,-0.621119564,2.27835238,0.035930452,-6.62361948,-8.899791586,-3.749875345,-4.455081639,-0.472988326,0.234217552,-1.709418643,-2.928488142,-2.892638242,-4.878990201,-2.530420721,-4.50858164,-1.966874546,-6.554994247,-0.133146238,-17.28215833,-6.671086689,0.649976119
ZA.H20.E94,6.058963514,7.755275231,6.885725864,5.885313064,5.377078378,4.731567825,6.062163433,6.264939898,4.914407768,4.080870066,2.836008981,-1.681220697,4.130683572,1.167658781,2.508253932,4.423581524,1.738523235,1.852537876,0.238452899,-0.479668054,-1.77273552,-2.887960426,1.546757413,-5.889133677,-2.460995262,1.670775307,-4.786698965,-0.440381843,-10.97764633,-4.079211762,0.540934587,-1.909599348,-11.80588212,-1.604221588,-11.44554141,0.393858688,-12.97955131,-0.968127427,0.029192528,2.443449992,-1.575002107,-5.793396505
ZA.H15.E89,5.152966456,7.111132751,3.36836115,5.907800791,3.184000524,2.509983342,1.449326779,5.24911197,3.897395177,1.428609056,-1.48636591,2.893181353,-0.253399541,-0.705001175,1.924397598,4.318442259,2.694435323,-0.177559647,-0.472970095,1.978236971,-3.399365262,-4.030028361,0.183469355,-1.673199803,1.577667122,2.137202097,-0.388700088,-4.844721942,-0.264328328,-0.662697046,-0.162226934,-1.172044592,-1.459779847,-6.637167933,-5.664314053,1.927521375,-0.147372047,-2.194663356,-6.588077851,-5.471365776,-7.923338317,-3.114553548
ZA.H4.E78,6.657511176,7.158501892,4.454095809,5.397764333,4.343881365,5.350145495,4.109759253,3.182821315,3.882024024,2.305894424,1.850691188,1.684327631,1.231177168,1.522189839,-1.828024783,4.19261963,2.960770382,2.745237908,2.032230021,-1.556083926,1.008361979,2.634507951,1.429373094,-6.037590685,-4.395183403,-1.901564494,-3.431951556,-10.79976704,-1.041849384,-6.114822053,-1.568203338,-0.906467273,-7.980364019,-2.365458291,-0.851776519,-0.232829433,-2.572311698,-3.923648596,-2.551543861,-2.247016014,-2.742466899,-5.084962612
ZA.H14.E88,6.436570952,7.458632823,3.363005869,4.485455761,3.980953445,4.139048339,3.408842668,5.183290919,2.070836551,-0.128552561,-0.461213231,-0.76555986,1.352365023,-0.697122885,-5.573485461,3.092971735,2.742681708,2.972148038,1.851432345,-7.197724387,1.874625764,-7.408539331,1.031357954,-1.223297794,-4.251099123,0.065513541,-1.115395149,-0.428595494,-0.663539191,-3.128909527,-5.313416929,-0.411726622,-3.6470125,-1.111644915,0.221981419,-1.488815934,-3.086789183,-2.88933297,0.848458582,-0.776567821,-3.602593529,-1.209239041
ZA.M25.E99,7.444376342,7.073907166,6.630855734,4.461211132,6.687616602,2.445118552,4.704270657,7.550636691,3.137724678,1.715492485,0.213078966,3.063028927,0.672293788,3.562528161,-1.607103653,-1.100474824,3.709878442,1.380954118,-6.973162159,1.06826475,0.981971062,0.524054002,-0.691318294,0.914867297,-2.33655687,5.46972584,-2.137356181,-2.295696365,-1.731176736,-2.426954712,-1.302900605,1.423650723,0.784296068,-0.172225287,-3.776713996,-3.446885693,-7.265388117,-3.085962462,-23.51417066,-1.266539801,-6.282222705,-4.206993064
ZA.M10.E84,5.929225757,6.824090499,4.283954803,2.216637416,5.898821645,1.531437449,3.237409699,6.196605328,3.119547166,4.937669031,1.233727466,-0.92610321,-11.78554499,1.907533147,3.326146889,-1.265006265,2.511418102,-0.119352607,-3.115787388,0.855110296,0.743739968,-5.591085311,-0.159907357,0.065270825,-3.543444681,-0.86866796,0.689813749,1.522399114,-1.886315331,1.0112155,0.073524395,-0.19870001,0.977954436,-1.130381742,2.306865832,-5.484607483,-4.655853715,-6.985325834,-1.739898835,1.557984452,-8.222481641,-5.279638601
ZA.M13.E87,5.311751191,6.842862926,4.932837536,6.111479481,4.830665076,4.610718629,2.1630011,4.127896836,3.18280494,2.449631669,2.523083313,2.561785766,2.029942741,0.958905587,3.133907072,3.519248924,0.92967274,0.65864439,2.549785705,-3.136724371,-2.177829661,-5.192128245,1.96015008,-4.61349204,-0.264668352,0.313869082,-0.220273791,0.212022051,-5.476480798,0.309288875,-1.375520185,-1.332298849,-0.542421112,-2.772337014,-4.248788564,-10.17543821,-0.185577582,-6.417334914,-2.246019603,-11.88937943,0.741002739,-4.698245731
ZA.H8.E82,6.802253732,7.662481104,3.200711302,6.176627186,5.180729912,3.316191074,4.554404966,5.437338703,3.908264197,2.712342269,-1.831538235,4.533097985,0.829985374,3.545248655,0.277204594,-0.051069626,3.479225799,-0.857058324,0.436106972,1.712741341,1.004661101,-2.887454468,-6.581395046,-3.942674378,-4.402992341,-0.810337827,1.039977487,2.266215938,-1.998255752,-2.428961491,0.741605561,-3.963746686,-2.548072232,-3.968159629,-1.886642622,-9.780487459,-0.693216857,-3.285898309,-9.157975929,-2.604584067,1.419718367,-6.55661234
